Genome ID,species,Label,Genome Name,Host Name,Isolation Source,Isolation Comments,Genome Quality,Collection Date,Date Inserted,Other Clinical,Host Health,Disease,Comments
455.11,Legionella jamestowniensis,HP,Legionella jamestowniensis strain 974010_12,"Human, Homo sapiens",bronchoalveolar specimen,,Good,01-Jun-2012,2019-07-14 08:24:09.142000+00:00,,allergic bronchopulmonary aspergillosis,,Genome Sequence of Legionella jamestowniensis isolated for the first time from a patient with allergic bronchopulmonary aspergillosis
480.301,Moraxella catarrhalis,HP,Moraxella catarrhalis strain COPD_M29,"Human, Homo sapiens",sputum,,Good,29-Aug-2012,2018-11-28 20:27:57.440000+00:00,host_health_state:Exacerbation;host_subject_id:COPDMap id Leic 038,COPD,,"Purpose: Moraxella catarrhalis is implicated in the pathogenesis of some COPD exacerbations. We sought to investigate whether the M. catarrhalis strain is variable between COPD subjects; that an exacerbation is associated with acquisition of a new strain and that certain strains are more commonly associated with exacerbations.Patients and methods: Sputum samples were collected at stable and exacerbation visits from COPD subjects from a single centre as part of the COPDMAP consortium. Samples identified as M. catarrhalis positive by qPCR were re-cultured in liquid cultures grown to extract genomic DNA; underwent Illumina MiSeq and bacterial genome sequences were de novo assembled and Multi Locus Sequence Type (MLST) was determined.Results: 35 samples were obtained from 18 subjects. These included 13 stable and 22 exacerbation samples. The diversity between samples was very large with 25 different M. catarrhalis MLSTs identified out of the 35 samples of which 12 MSLTs have not been described previously. Change and persistence of M. catarrhalis strain were observed between stable visits, from stable to exacerbation and vice-a-versa, and between exacerbation visits.Conclusion: Sputum M. catarrhalis strains exhibit marked diversity within and between COPD subjects. Acquisition of a new strain is common between stable and between stable and exacerbation events such that no strain is specifically associated with an exacerbation."
520.83,Bordetella pertussis,HP,Bordetella pertussis strain B039,"Human, Homo sapiens",,isolated between 1920 and 2010,Good,2000,2016-01-17 16:43:43.851000+00:00,host_health_state:disease,,,"“Global population structure and evolution of Bordetella pertussis and their relationship with vaccination.” Pubmed ID: 24757216. Bordetella pertussis causes pertussis, a respiratory disease that is most severe for infants. Vaccination was introduced in the 1950s, and in recent years, a resurgence of disease was observed worldwide, with significant mortality in infants. Possible causes for this include the switch from whole-cell vaccines (WCVs) to less effective acellular vaccines (ACVs), waning immunity, and pathogen adaptation. Pathogen adaptation is suggested by antigenic divergence between vaccine strains and circulating strains and by the emergence of strains with increased pertussis toxin production. We applied comparative genomics to a worldwide collection of 343 B. pertussis strains isolated between 1920 and 2010. The global phylogeny showed two deep branches; the largest of these contained 98% of all strains, and its expansion correlated temporally with the first descriptions of pertussis outbreaks in Europe in the 16th century. We found little evidence of recent geographical clustering of the strains within this lineage, suggesting rapid strain flow between countries. We observed that changes in genes encoding proteins implicated in protective immunity that are included in ACVs occurred after the introduction of WCVs but before the switch to ACVs. Furthermore, our analyses consistently suggested that virulence-associated genes and genes coding for surface-exposed proteins were involved in adaptation. However, many of the putative adaptive loci identified have a physiological role, and further studies of these loci may reveal less obvious ways in which B. pertussis and the host interact. This work provides insight into ways in which pathogens may adapt to vaccination and suggests ways to improve pertussis vaccines. Whooping cough is mainly caused by Bordetella pertussis, and current vaccines are targeted against this organism. Recently, there have been increasing outbreaks of whooping cough, even where vaccine coverage is high. Analysis of the genomes of 343 B. pertussis isolates from around the world over the last 100 years suggests that the organism has emerged within the last 500 years, consistent with historical records. We show that global transmission of new strains is very rapid and that the worldwide population of B. pertussis is evolving in response to vaccine introduction, potentially enabling vaccine escape."
571.313,Klebsiella oxytoca,HP,Klebsiella oxytoca strain KONIH3,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2015,2018-05-25 22:15:39.463000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
624.399,Shigella sonnei,HP,Shigella sonnei strain 83010,"Human, Homo sapiens",Faeces,,Good,2001-05-16,2016-01-17 16:59:27.429000+00:00,host_health_state:Diseased,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/ This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/"
672.128,Vibrio vulnificus,HP,Vibrio vulnificus strain VV9-09,"Human, Homo sapiens",Blood,,Good,2009,2016-01-17 15:38:56.181000+00:00,,septicemia,,Pangenome study of human pathogenic vibrio vulnificus biotype 3
726.57,Haemophilus haemolyticus,HP,Haemophilus haemolyticus strain CCUG 24149,"Human, Homo sapiens",Vagina,,Good,13-March-1989,2016-08-26 18:06:25.640000+00:00,,,,Identification of protein biomarkers for proteotyping pathogenic bacteria and their metabolic functions.
727.1358,Haemophilus influenzae,HP,Haemophilus influenzae strain 74P15H1,"Human, Homo sapiens",Sputum,,Good,14-Aug-1998,2018-05-26 06:00:51.132000+00:00,,Chronic obstructive pulmonary disease,,"In an 18-year ongoing prospective study to elucidate the dynamics of bacterial colonization and infection of the respiratory tract in adults with chronic obstructive pulmonary disease (COPD), we have established that a large proportion of patients show persistent colonization by non-typeable Haemophilus influenzae (NTHi). Analysis of the strains and metadata from this study allow us to: elucidate mechanisms by which NTHi persists in the COPD lung, assess the host effect on stability of putative vaccine antigen, and explore NTHi mechanisms of antimicrobial resistance and tolerance."
813.69,Chlamydia trachomatis,HP,Chlamydia trachomatis strain R33512extract,"Human, Homo sapiens",urethra,,Good,2010-12-02,2016-01-17 17:35:55.176000+00:00,host_health_state:disease,,,"Chlamydia trachomatis is the most common cause of sexually transmitted infections in the UK, a statistic which is also reflected globally. There are two biovariants of C. trachomatis: trachoma and lyphogranuloma venereum (LGV). Trachoma isolates are non-invasive, whereas the LGV strains are invasive causing a disseminating infection of the local draining lymph nodes. Genome analysis has shown that the ocular and the genital trachoma isolates are 99.6 % identical at the sequence level and only show small differences in overall gene content. However, differences in coding potential, and the loss of function through point mutation, have been used to subdivide the trachoma strains into those associated with ocular and genital infections. We have previously sequenced a two LGV isolates; a long-term laboratory passaged strain and the recent ‘epidemic’ clinical LGV isolate causing proctitis. From these strains it was evident that there were no whole gene differences and that the recent epidemic isolate was a classical LGV isolate and has been circulating in the human population for a long time: an old strain causing a new disease. We have now put together a global collection of LGV isolates and are a sequencing them to determine the global phylogeny of this pathogen.. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/"
1290.22,Staphylococcus hominis,HP,Staphylococcus hominis strain LRKNS031,"Human, Homo sapiens",easy flow,,Good,2013,2016-07-05 22:35:31.137000+00:00,,colonisation,,The study aim was the genome analysis of a clinical outbreak of linezolid resistant Staphylococcus epidermidis.
1296.115,Staphylococcus sciuri,HP,Staphylococcus sciuri strain P879,"Human, Homo sapiens",wound,isolated from clinical material in Czech Republic,Good,2003,2019-07-15 22:44:07.802000+00:00,,,,Staphylococcus sciuri isolated from clinical material in Czech Republic.
1282665.3,Streptococcus oralis,HP,Streptococcus tigurinus 1366,"Human, Homo sapiens",joint aspirate,isolate from preoperative joint aspirate,Good,2012,2014-12-08 22:13:38.129000+00:00,,,,Clinical isolate from preoperative joint aspirate.
1311.487,Streptococcus agalactiae,HP,Streptococcus agalactiae strain 446329,"Human, Homo sapiens",colonized and infected humans and cattle,isolated from colonized and infected humans and cattle,Good,2002,2016-01-17 16:04:11.350000+00:00,,Colonization,,"The human and bovine bacterial pathogen Streptococcus agalactiae (Group B Streptococcus, GBS) expresses a thick polysaccharide capsule that constitutes a major virulence factor and vaccine target. GBS can be classified into ten distinct serotypes differing in the chemical composition of the capsular polysaccharide. However, non-typeable strains that do not react with anti-capsular sera are frequently isolated from colonized and infected humans and cattle. To obtain a comprehensive insight into the molecular basis for the loss of capsule expression in GBS, a collection of well-characterized non-typeable strains was investigated by genome sequencing. Genome based phylogenetic analysis extended to a wide population of sequenced strains confirmed the recently observed high clonality among GBS lineages mainly containing human strains, and revealed a much higher degree of diversity in the bovine population. Remarkably, non-typeable strains were equally distributed in all lineages. A number of distinct mutations in the cps operon were identified that were apparently responsible for inactivation of capsule synthesis. The most frequent genetic alterations were point mutations leading to stop codons in the cps genes, and the main target was found to be cpsE encoding the portal glycosyl trasferase of capsule biosynthesis. Complementation of strains carrying missense mutations in cpsE with a wild-type gene restored capsule expression allowing the identification of amino acid residues essential for enzyme activity."
1313.7109,Streptococcus pneumoniae,HP,Streptococcus pneumoniae strain MT26,"Human, Homo sapiens",blood,,Good,2009,2016-03-18 14:37:59.281000+00:00,,Septicemia,pneumococcal outbreaks,"Whole-genome sequencing was used to study community-associated outbreaks of pneumonia and bacteremia occurred in Manitoba, Canada during 2008-2011 caused by pneumococci 12F-CC218, through comparison with historical US 12F outbreaks and non-outbreak 12F survey strains. The main goal is to track the origin, transmission and evolution of 12F outbreak isolates."
1314.2131,Streptococcus pyogenes,HP,Streptococcus pyogenes strain GAS11282,"Human, Homo sapiens",sterile site,,Good,2011,2019-07-16 06:22:50.224000+00:00,,,,"This project consists of a two-phase action plan designed to validate the overall aims of the GAS vaccinology programme as well as generating publishable units from scientifically robust comparisons. Apart from vaccine antigen design, this programme of sequencing will support targeted analyses of specific disease associations and global transmission patterns of prominent sequence types- all ongoing sequencing based research foci that Sanger (Mark Davies) is currently analysing. PHASE 1. Hi-seq (n=750), Pacbio (n=30) and RNA-seq (n=48) Hi-seq (750) We currently have a collection of 750 genomes extracted and ready for Hi-seq (objective 1) - 90 South China and North China (15 emm types, 10 years) - 50 South America (40 emm types, 14 years) - 210 Southern Europe and Northern Europe (30 emm types, 10 years) - 50 South and North India (29 emm types, 5 years) - 350 New Zealand (53 emm types, 13 years) The sampling strategy is based on epidemiological (emm) patterns, temporal and clinical relevance in order to provide significant representation from all continents and all GAS clinical manifestations. Two things to reiterate: 1. The geographical and spatial epidemiology of GAS varies. Deep sampling is required for informed global vaccine design. page 1 [A5] Please state all collaborating PIs (and name of Institution) [A7] Is this a joint project with another Sanger PI, if so state name(s) [A9] Does this project use samples? [A10] Please choose which types of sample you will be using 2. The geographical locations being sampled are also being targeted as sites for future vaccine trials. A baseline understanding of genetic stability is required for genomic epidemiological surveillance. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute please see http://www.sanger.ac.uk/datasharing/"
1598.802,Lactobacillus reuteri,HP,Lactobacillus reuteri strain C88,"Human, Homo sapiens",,,Good,2018-12,2019-07-16 17:13:39.890000+00:00,,,,The genome sequences and assemblies of human gut bacterial isolates from eleven inflammatory bowel disease patients.
1605.22,Lactobacillus animalis,HP,Lactobacillus animalis strain 14-7927,"Human, Homo sapiens",hip swab,,Good,Jul-2014,2019-07-16 17:18:35.715000+00:00,,chronic prosthetic infection,,Lactobacillus animalis isolates cultured from blood and hip swab of patient with chronic prosthetic hip infection.
1806053.20,Corynebacterium diphtheriae,HP,Corynebacterium diphtheriae bv. mitis strain 176,"Human, Homo sapiens",,,Good,1996,2017-07-22 22:50:29.812000+00:00,,Diphtheria,,Genome sequencing of a collection of pathogenic Corynebacterium
1747.778,Cutibacterium acnes,HP,Cutibacterium acnes strain T36318,"Human, Homo sapiens",Wound Right Shoulder Skin Non operative,,Good,2015-04-07,2019-07-16 18:24:13.372000+00:00,,,,These are Cutibacterium acnes (AKA P. acnes) isolates from patients undergoing shoulder revision surgeries.
1776.13,Mycolicibacterium flavescens,HP,Mycolicibacterium flavescens strain M6,"Human, Homo sapiens",blood,,Good,Jun-2000,2019-07-17 00:11:08.264000+00:00,,sepsis,,"This is a meta-project to include all sequencing done by the UW Virology NGS group. We are interested in discovering viruses and new organisms through metagenomics across Washington state, the Pacific Northwest, and the world. We are also interested in whole genome sequencing of clinical isolates to better understand transmission and resistance of microbial organisms in humans. If interested in submitting samples and collaborating, please contact Alex Greninger at mailto:agrening@uw.edu."
1780.23,Mycobacterium malmoense,HP,Mycobacterium malmoense strain CTRI-256,"Human, Homo sapiens",sputum of patient with mycobacteriosis,,Good,20-Mar-2013,2019-07-17 00:17:17.030000+00:00,,mycobacteriosis,,WGS study of clinically relevant Mycobacterium species Mycobacterium malmoense
1134687.20,Klebsiella michiganensis,HP,Klebsiella michiganensis strain PO2731,"Human, Homo sapiens",Blood,,Good,05-Mar-2012,2017-07-22 15:28:17.144000+00:00,,Sepsis,,Klebsiella pneumoniae strains causing bloodstream infections in infants in Nigeria will be sequenced
1502943.3,Veillonella seminalis,HP,Veillonella seminalis strain ADV4313-2,"Human, Homo sapiens",semen,"isolated from human clinical samples that were closely related in 16S rDNA-based phylogeny, and type strains of 4Veillonella species",Good,22-Aug-2002,2019-02-01 00:16:55.569000+00:00,,not collected,,"We report here 18 draft genomes for 14 unidentified Veillonella sp. isolated from human clinical samples that were closely related in 16S rDNA-based phylogeny, and type strains of 4Veillonella species. Comparison of whole-genome sequences determined in this work with publicly available ones will contribute to i) decipher relationships between related species, ii) evaluate the accuracy of current thresholds for species delineation, iii) support reappraisal of the taxonomy, iv) robustly describe new species, and v) propose minimal standards for description of new species in the genus Veillonella."
319942.14,Staphylococcus petrasii,HP,Staphylococcus petrasii subsp. croceilyticus strain CCM 8421,"Human, Homo sapiens",ear swab,,Good,May-1998,2019-07-18 20:51:54.498000+00:00,host_disease_outcome:recovery,acute otitis externa,,"Type strain of Staphylococcus petrasii subsp. croceilyticus isolated from patient with acute otitis externa in Texas, USA in 1998"
2219225.8,Pseudomonas asiatica,HP,Pseudomonas asiatica strain MY569,"Human, Homo sapiens",urine samples,isolated from urine samples in Myanmar,Good,2017-03-14,2019-07-20 14:05:50.841000+00:00,,,,"Emergence and spread of metallo beta lactamase producing Pseudomonas species isolates have been become a serious problem in medical settings worldwide. The Pseudomonas spp. belonging to the Pseudomonas putida group is closely related to Pseudomonas monteilii and P. putida. The species is assumed to be a human pathogen because these isolates were obtained from patients with diarrhea or urinary tract infection. We sequenced eight strains isolated from urine samples in Myanmar. These stains were multidrug-resistant strains. The definition of multidrug-resistant strain is that it shows no susceptibility to at least one agent in more than three antimicrobial categories. In this study, we sequenced these strains with Illumina MiSeq and Oxford Nanopore MinION. The sequence data was used for searching drug resistance genes. We checked the location of resistant genes and genomic environments surrounding the genes. And the sequence data was used for phylogenyetic analysis based on whole genomic information."
714.584,Aggregatibacter actinomycetemcomitans,HP,Aggregatibacter actinomycetemcomitans strain PN_436,Homo sapiens,Bacteremia,,Good,2008,2019-10-02 00:04:12.825000+00:00,,Aggressive periodontitis,,Whole genome sequencing of Aggregatibacter actinomycetemcomitans cultured from blood stream infections in Denmark reveals a novel phylogenetic lineage expressing serotype a membrane O polysaccharide
28141.78,Cronobacter sakazakii,HP,Cronobacter sakazakii strain 693,"Human, Homo sapiens",feces from asymptomatic infant,,Good,1994,2016-01-17 17:13:52.300000+00:00,,,,Cronobacter sakazakii are found ubiquitously in the environment and have also been associated with neonatal infections. Clonal complex 4 of C. sakazakii has predominately been associated with neonatal meningitis.
38313.56,Shewanella algae,HP,Shewanella algae strain CLS1,Homo sapiens,wound,,Good,2014,2019-10-01 05:14:21.053000+00:00,,wound infection,,Environmental and clinical isolates of Shewanella
1280.4986,Staphylococcus aureus,HP,Staphylococcus aureus P311052-208,"Human, Homo sapiens",,,Good,12/31/11,2016-02-23 19:04:15.933000+00:00,host race:Black;host ethnicity:Non-Hispanic/Latino;patient history | vital status at study completion:Alive;patient history | body mass index:18.5528757;patient history | co-morbid medical conditions (up to 5 per patient):None;patient history | does patient attend childcare:No;patient history | number of persons living in household:3;patient treatment history | did patient receive seasonal influenza vaccine in current season:Yes;patient treatment history | did patient receive 2009 pandemic h1n1 influenza vaccine:No;patient treatment history | did patient receive pneumococcal vaccine:Yes;patient treatment history | number of doses of pneumococcal vaccine prior to illness:4;patient treatment history | did patient receive antibacterial prior to specimen collection:No;patient treatment history | did patient receive antiviral agent prior to specimen collection:No;patient treatment history | name of antiviral agent:None;patient treatment history | was patient in the icu?:Yes;patient treatment history | any early complication of infection:Yes;patient treatment history | complications within first 72 hrs of hospitalization (up to 4 per patient):Respiratory failure;patient treatment history | other complications at any time during hospitalization:Yes;patient treatment history |other complications at any time during hospitalization (up to 3 per patient):Parapneumonic effusion/empyema;patient treatment history |other respiratory pathogens identified (up to 6 per patient):Human coronavirus CoVOC4Human parainfluenza virus type 3;patient treatment history |other respiratory pathogens identified (up to 6 per patient):Rhinovirus;patient treatment history |other respiratory pathogens identified (up to 6 per patient):Haemophilus influenzae,,,PATRIC - Driving Biological Project (DBP): Integrated genomic approaches to elucidating novel virulence factors for bacteria complicating influenza
1352.1788,Enterococcus faecium,HP,Enterococcus faecium strain VREN2654,"Human, Homo sapiens",human,,Good,May 2015-Nov 2015,2017-05-30 23:49:59.521000+00:00,,,,"The study is to investigate the hypothesis that WGS will determine the origin of VREfm in a cohort of hospitalised patients. Specifically to determine whether VREfm is solely acquired through nosocomial transmission, or if a proportion can be attributed to gut flora already present at initial presentation."
214106.4,Roseomonas genomospecies 6,HP,Roseomonas genomospecies 6 strain ATCC 49961,Homo sapiens,breast incision,isolated from a breast incision,Good,1983,2019-10-02 06:04:45.920000+00:00,,,,Azospirillum sp. ATCC 49961 was before identified as genomospecies 6 of Roseomonas genus. This strain is presumptively pathogenic and was isolated from a breast incision.
192.153,Azospirillum brasilense,HP,Azospirillum brasilense strain ATCC 49958,Homo sapiens,hand wound,,Good,1971,2019-10-02 06:05:54.514000+00:00,,,,"Roseomonas fauriae is pathogenic for humans, causing bacteremia and other infections."
1784.19,Mycobacterium simiae,HP,Mycobacterium simiae strain MsiGto,"Human, Homo sapiens",Respiratory System,,Good,2012,2017-05-28 18:27:37.252000+00:00,,tuberculosis,,Genome sequencing of a clinical isolate of Mycobacterium simiae in order to increase our understanding of this opportunistic bacterium.
342002.11,Mycolicibacter arupensis,HP,Mycolicibacter arupensis strain JAL-634,Homo sapiens,sputum,,Good,2017-12,2019-10-02 06:56:58.056000+00:00,host_description:Male;host_disease_outcome:Chronic Disease;host_disease_stage:Treatment initiated;host_health_state:Deteriorated;host_subject_id:JAL634,Pulmonary,,"The incidence of Non Tuberculous Mycobacteria (NTM) is reported regularly from different parts of India. Nearly one-third of known Mycobacterium species have been observed to be associated with disease in humans. There are some species which primarily affect the respiratory system and cause disease resembling tuberculosis (TB). Risk factors for NTM pulmonary disease include prior TB, chronic obstructive pulmonary disease, cystic fibrosis, occupational lung disease etc. The important feature of NTM infection is, essentially all NTMs are resistant to all first-line anti TB drugs and to some second-line injectables. Another aspect is NTM infections initially are treated as TB and are correctly diagnosed very late during the deterioration stage. Hence it is imperative to detect and identify NTM species at the earliest so as to reduce the NTM associated morbidity and mortality."
487316.29,Acinetobacter soli,HP,Acinetobacter soli strain OCU_Ac8,"Human, Homo sapiens",blood culture of a hospitalized patient,isolated at Osaka City University Hospital,Good,2014-10-02,2018-10-03 13:59:10.897000+00:00,,,,The aim of this project is to study the genetic characteristics of Acinetobacter spp. isolated at Osaka City University Hospital. Our goal is to reveal the mechanism of how Acinetobacter spp. acquire resistance to various antimicrobials.
48296.59,Acinetobacter pittii,HP,Acinetobacter pittii strain ABBL031,"Human, Homo sapiens",Blood,,Good,09-Aug-2006,2016-01-17 17:45:12.017000+00:00,,Bacteremia,,Using WGS to track hospital outbreaks of Acinetobacter baumannii
470.1741,Acinetobacter baumannii,HP,Acinetobacter baumannii strain Ab03,"Human, Homo sapiens",blood,,Good,2003,2016-02-01 11:38:37.522000+00:00,,Bloodstream infection,,"In vitro evaluation of antimicrobials combination against MDRAB isolates, including pan-resistant isolates with different mechanisms of resistance and different clonal origins identified over 10-years in 5 units at Hospital das Clinicas."
670.1226,Vibrio parahaemolyticus,HP,Vibrio parahaemolyticus strain MAVP-112,"Human, Homo sapiens",stool,,Good,2015,2017-09-29 15:32:34.601000+00:00,,gastroenteritis,,human pathogens
766041.3,Leptospira interrogans,HP,Leptospira interrogans serovar Copenhageni/Icterohaemorrhagiae strain Piscina,"Human, Homo sapiens",blood,,Good,2013,2016-08-26 20:12:10.413000+00:00,,Leptospiroses,,Pathogenic strain of Leptospira isolated in southern Brazil
33033.73,Parvimonas micra,HP,Parvimonas micra strain 13-07-26,Homo sapiens,the oral cavity; however it has not been proven genetically,derived from the oral cavity; however it has not been proven genetically,Good,2013-07-26,2019-10-02 11:55:26.213000+00:00,,,,"Some pathogens in pyothorax or pulmonary abscess is thought to be derived from the oral cavity; however it has not been proven genetically. In this study, we examined genetic homology using a next-generation sequencer. In National Hospital Organization of Himeji Medical Center, subsequent patients with pulmonary abscess or pyothorax were recruited. Oral bacterial flora was obtained by wiping the oral cavity. Pus was collected by percutaneous needle aspiration and cultured. The isolated strain was identified based on 16S rRNA. We limited genetic homology study to the species which have genome information disclosed on the internet to design the isolated strain-specific primer. We also limited the homology study to the strains which contained **>= copies/ml of oral sample enough for PCR. The whole genome of the isolated strain was sequenced using an Illumina Miseq sequencer. We designed 5 sets of isolated strain-specific primers compared with the genome information of the same species on the internet. Total DNA of oral bacterial flora was amplified by PCR using these primers, and the sequence of the amplicons was analyzed for the homology. Between Aug 1, 2013, and Mar 27, 2015, 42 patients were recruited. **4 patients with pulmonary abscess and 4 with pyothorax were eligible for genetic homology test. Streptococcus anginosus group (n=6), Parvimonas micra (n=1), and Fusobacterium nucleatum (n=1) were isolated from pus. In all patients, all amplified sequences in oral bacterial flora completely matched the genome sequence of the isolated strain, but did not perfectly match the genome for the same species in database disclosed on the internet. To our knowledge, this is the first report proving that bacteria isolated from pulmonary abscess or pyothorax are identical to oral bacteria at the strain level based on genetic homology."
76859.8,Fusobacterium nucleatum,HP,Fusobacterium nucleatum subsp. animalis strain KCOM 1280 (= ChDC F318) strain KCOM 1280 (= ChDC F318) strain KCOM 1280 (= ChDC F318),"Human, Homo sapiens",Subgingival dental plaque,,Good,2005-03-01,2017-11-24 16:20:33.698000+00:00,,,,Analyzing virulence factors of Fusobacterium nucleatum subsp. animalis
573.21602,Klebsiella pneumoniae,HP,Klebsiella pneumoniae strain EuSCAPE_IT030,"Human, Homo sapiens",Urine,,Good,2013,2018-10-05 11:21:35.462000+00:00,host_health_state:Infection,,,"Carbapenemase-producing enterobacteriaceae (CPE) represent one of the most serious emerging infectious disease threats we currently face. Infections caused by these bacteria are difficult to treat as they are resistant to carbapenems, which are considered ‘last resort’ antibiotics. Solid knowledge of distribution and the extent of presence/absence of resistant organisms on a continental scale has been lacking. Funded by the ECDC, between February and March 2013, national experts from the 28 European Union Member States, Iceland, Norway, the seven EU enlargement countries and Israel were invited to complete a survey to gather information about the spread of CPE, on public health responses and on available national guidance on detection, surveillance, prevention and control. The survey also investigated the laboratory capacity for diagnosis and surveillance at the national level. Following this survey, a collaborative effort (EuSCAPE) was initiated where all reference laboratory heads identified a number of representative hospitals within each country and over a six-month period the first 5 carbapenemase producing, and first 5 non-carbapenemase producing enterobacteriaceae were collected along with associated metadata (eg resistance phenotypes, mechanism of resistance, age of patient, outcome etc.). The results of this survey will be published shortly. Agreement to store and WGS isolates from this network has been agreed with all national reference laboratories. This project will allow the establishment of a solid baseline population structure of major and minor clones of CPE within the European Region. Data will be provided through cGPS within a web application (www.wgsa.net) allowing the interrogation of metadata in a genomic context and forming a solid resource for the public health community. Comparisons of mobile elements, particularly plasmid exchange in the context of local and international clonal structuring will allow an understanding of the base level population structure alon"
184250.3,Streptococcus constellatus,HP,Streptococcus constellatus subsp. pharyngis strain 15-01-28,Homo sapiens,the oral cavity; however it has not been proven genetically,derived from the oral cavity; however it has not been proven genetically,Good,2015-01-28,2019-10-02 11:57:42.655000+00:00,,,,"Some pathogens in pyothorax or pulmonary abscess is thought to be derived from the oral cavity; however it has not been proven genetically. In this study, we examined genetic homology using a next-generation sequencer. In National Hospital Organization of Himeji Medical Center, subsequent patients with pulmonary abscess or pyothorax were recruited. Oral bacterial flora was obtained by wiping the oral cavity. Pus was collected by percutaneous needle aspiration and cultured. The isolated strain was identified based on 16S rRNA. We limited genetic homology study to the species which have genome information disclosed on the internet to design the isolated strain-specific primer. We also limited the homology study to the strains which contained **>= copies/ml of oral sample enough for PCR. The whole genome of the isolated strain was sequenced using an Illumina Miseq sequencer. We designed 5 sets of isolated strain-specific primers compared with the genome information of the same species on the internet. Total DNA of oral bacterial flora was amplified by PCR using these primers, and the sequence of the amplicons was analyzed for the homology. Between Aug 1, 2013, and Mar 27, 2015, 42 patients were recruited. **4 patients with pulmonary abscess and 4 with pyothorax were eligible for genetic homology test. Streptococcus anginosus group (n=6), Parvimonas micra (n=1), and Fusobacterium nucleatum (n=1) were isolated from pus. In all patients, all amplified sequences in oral bacterial flora completely matched the genome sequence of the isolated strain, but did not perfectly match the genome for the same species in database disclosed on the internet. To our knowledge, this is the first report proving that bacteria isolated from pulmonary abscess or pyothorax are identical to oral bacteria at the strain level based on genetic homology."
1338.60,Streptococcus intermedius,HP,Streptococcus intermedius strain BCC34,"Human, Homo sapiens",dental plaque,,Good,2015,2019-01-31 08:56:25.228000+00:00,,,,A selection of low-passage clinical oral streptococci isolates were whole-genome shotgun sequenced for genotype-phenotype association studies
562.21575,Escherichia coli,HP,Escherichia coli strain MOD1-EC6514,"Human, Homo sapiens",blood,,Good,19-Mar-1990,2017-11-23 06:03:45.629000+00:00,,,,Whole genome sequencing of cultured E. coli as part of the US Food and Drug Administration surveillance project for the rapid detection of foodborne contamination events.
61645.126,Enterobacter asburiae,HP,Enterobacter asburiae strain TUM10682,"Human, Homo sapiens",Sputum,,Good,2010-08-18,2017-11-24 19:12:46.889000+00:00,,,,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo."
299767.86,Enterobacter ludwigii,HP,Enterobacter ludwigii strain 048,Homo sapiens,clinical specimen,,Good,Jul-2017,2019-10-02 13:30:22.884000+00:00,,,,FTIR spectroscopy was used for typing clinical E. cloacae complex isolates. Whole genome sequencing was employed as a reference method.
1571816.3,Enterobacter roggenkampii,HP,Enterobacter sp. FB,"Human, Homo sapiens",bacterial sepsis female patient,"isolated from a bacterial sepsis female patient in Zhejiang Province, China",Good,2013,2015-03-12 13:47:30.146000+00:00,,,,"Enterobacter sp. FB is a bacterium isolated from a bacterial sepsis female patient in Zhejiang Province, China."
1639.6889,Listeria monocytogenes,HP,Listeria monocytogenes strain ICDC_LM1688.2,Homo sapiens,vagina,"isolated from a maternal-neonatal listeriosis case, and the strain isolated from the food products that the patient historically consumed in the community market",Good,23-Aug-2015,2019-10-02 13:35:09.973000+00:00,,maternal listeriosis,,"The project is about the genome sequencing of Listeria Monocytogenes strains isolated from a maternal-neonatal listeriosis case, and the strain isolated from the food products that the patient historically consumed in the community market."
881260.26,Enterobacter bugandensis,HP,Enterobacter bugandensis strain 209,Homo sapiens,clinical specimen,,Good,Sep-2017,2019-10-02 13:17:18.851000+00:00,,,,FTIR spectroscopy was used for typing clinical E. cloacae complex isolates. Whole genome sequencing was employed as a reference method.
158836.88,Enterobacter hormaechei,HP,Enterobacter hormaechei strain TUM11043,"Human, Homo sapiens",Nasopharynx,,Good,2007-03-23,2017-11-24 19:15:35.875000+00:00,,,,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo."
